HG02634
HG01605
HG03808
NA18879
NA20527
HG04177
HG02676
HG00288
HG02052
NA18979
NA18526
HG02790
NA18562
NA18592
NA20127
HG03693
NA06994
NA20815
NA19001
NA20902
HG00626
HG01947
HG02339
HG02774
HG03238
NA19749
HG03702
NA19429
NA20846
NA12889
HG01623
NA20758
NA19257
NA20589
HG03300
NA18994
NA18541
NA18757
HG03212
HG02136
HG02983
NA11881
HG01468
NA18635
NA20515
HG01491
HG01886
HG00183
HG02095
HG01094
HG03111
NA20543
HG02278
NA20517
HG02322
HG03689
HG03133
HG03081
NA18542
HG00620
HG03458
HG03752
NA20334
HG03786
HG00329
NA19704
HG03022
HG00237
NA19664
HG03782
NA18985
NA19338
HG02691
NA21143
HG04216
HG00256
NA18972
NA20856
HG03644
HG03072
NA19003
HG01308
NA19070
HG03049
HG02439
HG01770
HG02389
HG01789
NA21110
NA19462
HG03061
NA11829
HG04070
HG00704
HG02512
HG03914
NA19331
HG03267
HG01456
NA21111
HG02330
NA12778
HG03595
NA18647
HG03861
NA18630
HG03342
HG04222
HG00274
HG00654
NA21091
NA20287
HG02374
HG03762
NA18563
HG00341
HG02573
HG04173
HG02060
NA18874
HG03911
NA19446
HG03343
HG02555
HG03730
HG00255
HG00404
HG03887
HG03812
HG01366
NA19401
HG03514
NA19030
HG03884
HG03771
HG00407
HG02367
HG00362
HG01095
HG02356
HG01435
HG04002
HG00267
HG01695
HG01945
HG02953
NA20317
HG01700
HG00275
HG00551
HG03863
HG01593
HG01862
NA21106
NA18964
NA12763
HG03858
NA20581
NA19138
NA19063
HG03478
HG02768
HG03452
HG04162
HG01051
HG01383
HG02554
NA18995
NA19393
HG03672
HG01375
HG02667
HG04003
HG00176
HG01353
NA20586
HG03442
HG02402
HG03788
HG04106
HG01342
HG02804
HG00231
NA20761
HG01356
HG00125
NA19771
NA19457
NA19334
NA18953
HG00543
HG02787
HG01108
HG00559
HG02016
HG01869
NA18614
HG01615
HG01848
HG00525
NA19914
HG01857
NA19385
NA20821
HG01697
HG03025
HG02236
NA19318
NA20806
HG00233
NA12273
HG00689
HG02309
HG03079
HG01398
HG02017
HG03779
HG03925
NA20890
NA12749
HG02521
NA18963
NA12399
HG02407
HG03785
HG02433
HG03775
HG02786
HG02253
HG01130
NA19317
HG01938
NA20332
HG01849
NA12414
HG00640
HG01104
NA20772
NA18517
HG01374
HG02031
HG00323
HG03624
HG01679
NA21104
NA20355
HG02122
HG02239
HG03485
HG02028
HG03103
NA19456
HG03705
HG02396
HG01571
HG02583
HG02215
NA21119
NA19463
HG03117
HG02355
HG03055
HG01815
NA19091
NA20870
HG01075
HG00530
NA20786
NA18530
HG01813
NA19982
NA18616
HG03888
HG01242
HG02298
NA18633
NA19225
HG02703
HG03937
HG02491
HG00452
NA18867
HG03943
HG03685
NA21100
HG00259
NA19238
HG02307
NA20505
NA19434
HG02660
NA20507
NA20822
NA10851
NA07051
HG01125
HG00253
NA18638
NA19372
HG02574
HG01979
NA18626
HG02155
HG03846
HG03060
HG00326
HG03965
NA19137
HG00243
NA19310
HG01670
NA18623
HG01817
NA18579
NA19391
HG03126
HG02545
NA19080
HG03745
HG01927
HG02855
HG01630
HG04047
HG01989
HG00331
HG02702
HG02308
NA20803
NA12156
NA19655
NA20875
HG02116
HG02649
HG03691
NA19707
HG03563
NA19131
HG02089
HG03784
NA21122
NA18603
NA19466
HG01951
NA19012
HG02051
HG03787
HG00372
NA18910
HG03803
HG03740
NA20878
HG00189
NA20348
HG04107
HG02223
HG01812
HG01277
NA19314
HG01521
HG03864
HG02398
NA19247
NA21133
NA20759
NA20795
NA20785
HG00736
HG04202
NA20533
HG03978
NA20536
HG01779
HG01205
HG00304
HG01926
HG03698
HG03511
HG02558
NA19904
NA20503
HG00663
HG00145
NA19713
NA20541
HG01619
HG00107
NA18535
HG01395
HG01183
HG02075
NA20812
NA19346
NA11919
HG02224
HG01599
HG03849
HG00701
NA18915
NA11932
HG02271
HG02020
NA19652
HG03234
HG01597
HG02386
HG01853
HG02490
NA20901
HG03821
NA19102
HG02035
HG00102
HG01867
HG00690
HG01365
HG00182
HG00479
NA18986
HG01412
NA12234
NA20291
HG02780
NA18989
HG00151
HG03778
HG04171
HG03123
HG01565
HG03019
NA12286
HG02820
HG01982
HG03862
HG04019
HG03313
NA18648
HG02032
HG01880
HG00554
NA19700
HG02808
NA12842
HG03844
NA18962
HG00590
HG01976
HG01806
HG02699
NA19160
HG03451
HG02977
HG01064
HG02072
NA18961
HG01678
NA19819
HG03225
NA20513
HG01805
HG00335
NA18987
HG00108
NA18974
NA18990
HG03990
HG01890
HG01551
NA19383
HG02010
NA20876
HG02395
NA21137
HG04094
HG02465
HG00675
NA21127
HG03922
HG02896
NA19328
NA19725
HG00116
HG02884
HG02620
HG01527
HG00365
HG01066
NA21141
NA19920
NA12058
HG03297
HG01625
NA18622
NA20511
NA12154
HG02982
NA19774
NA21117
HG03354
HG02337
HG01113
NA19347
HG03711
NA18978
NA18954
HG02003
NA12144
HG00369
HG03917
NA20872
HG01441
HG01351
NA11995
HG02597
HG00464
HG02151
HG04014
HG01860
HG01111
HG02221
NA20863
HG02014
NA18858
HG02737
NA20792
HG03006
HG02922
NA18628
NA18553
HG02190
NA18907
NA20757
HG00319
HG00236
NA19064
HG02082
NA19355
NA12761
HG04155
NA18631
NA19067
HG03653
NA20767
HG03175
NA19741
NA18552
HG02947
HG03781
HG01253
HG02496
HG00534
NA19430
NA12341
NA20296
NA18968
HG01550
HG00244
HG01414
HG01626
HG01617
HG03121
NA18559
NA12043
NA19436
HG00188
HG02401
HG02113
HG00105
HG00531
HG03172
HG02582
HG00271
HG04025
NA19037
NA20809
HG00171
HG00376
HG03727
HG03159
NA18881
NA12340
HG00284
HG00187
NA20853
NA20818
HG02793
HG03097
HG02360
NA19121
HG03951
HG00634
HG04214
NA20892
HG01133
NA20508
NA19116
HG01970
NA20787
HG03873
HG00864
HG02150
HG00595
HG03714
HG00536
HG01149
HG01121
HG01603
NA20509
HG01686
HG03598
NA19758
NA19780
NA19394
HG03802
HG03539
HG02725
NA11992
NA18933
HG02219
HG02675
HG03945
NA20798
HG01936
HG01402
HG01977
HG00277
HG00978
HG01948
HG00607
HG04020
HG00729
HG00557
HG00262
HG03446
HG03718
HG03567
HG03433
NA20910
HG03490
HG01746
HG01112
NA11843
HG01055
HG00142
HG03837
HG01577
HG00743
NA18577
HG04015
HG01247
NA21089
HG03760
HG00143
HG04042
NA19454
NA19213
HG01915
HG03986
HG00403
NA18946
NA18908
NA12775
HG02493
NA19711
HG03479
HG03303
HG01668
NA19984
HG01176
NA19002
NA19455
NA21124
HG02586
NA19378
NA19448
HG03955
NA19716
HG04186
HG00513
HG01801
NA18537
NA19701
NA12046
HG01852
NA18976
NA19773
HG04090
HG02285
NA11994
NA11918
HG01595
NA19756
NA19096
NA07357
NA11832
HG01968
HG03095
HG01912
NA20770
HG02088
HG00118
HG02778
HG00285
HG03247
HG03814
HG02312
HG00653
HG02887
HG03301
HG03136
NA18520
NA18609
HG03851
NA07347
HG02178
HG01583
NA11930
NA18546
NA19776
HG02406
NA18636
HG01464
HG00154
HG03824
NA19657
HG00140
HG01704
HG03607
HG03265
HG03016
HG03919
HG00445
HG02230
HG02397
HG03885
NA20885
HG00844
HG00101
NA20539
NA19471
HG02882
HG00179
HG02792
HG01069
HG02783
HG03757
HG00350
HG02508
HG01462
HG03040
NA18599
HG02076
NA18621
NA19057
HG01522
NA18504
NA19452
HG00332
HG01362
NA19185
HG02629
NA21144
HG02557
NA20755
HG02688
HG03642
HG03989
NA19923
NA18643
NA20800
NA18870
HG01392
HG02497
HG02655
NA20362
HG01061
NA19360
NA18532
HG03833
HG00473
HG01067
NA19147
HG01161
HG00475
HG03130
HG01518
HG01359
NA19010
HG01920
NA20807
HG03974
HG02139
NA12762
NA19654
HG02952
HG03900
HG03547
HG03007
HG00383
HG00613
HG01498
NA20826
NA19082
HG00732
HG01997
NA20886
HG01089
HG01710
HG03985
HG03940
HG01879
HG01807
HG02058
HG03538
HG01139
HG02494
HG01889
HG01504
NA11830
HG01845
HG01134
HG00734
NA20799
HG01092
HG03021
NA19461
HG02385
HG01811
NA20529
HG03578
HG01107
HG02461
HG03991
NA19028
NA20314
HG01187
HG01280
HG03767
NA19625
HG00628
HG00381
NA21102
HG01031
HG00328
HG02522
HG01958
HG02854
HG00232
NA18533
HG02643
HG00311
NA19027
NA18593
HG01747
NA19090
HG03603
HG02807
NA18573
NA19129
HG03439
HG01281
HG01954
HG03774
NA19901
NA19055
NA19438
NA18543
HG01631
HG01572
HG00717
NA18564
HG02837
HG03667
NA18641
HG04006
HG00131
HG00478
NA19092
NA20906
HG03640
HG02090
HG02373
NA18977
HG03118
HG00115
HG02040
HG00361
HG03157
NA19098
HG02731
HG03660
HG01271
NA18567
NA18934
NA12760
NA12342
HG02769
NA19649
HG04209
NA19682
HG01248
HG01618
HG00631
HG00155
HG02450
NA19198
HG03391
HG04054
NA19197
NA19783
NA20357
NA19210
HG02008
HG00708
NA19319
HG01465
HG01204
HG02771
HG02651
HG00622
HG00458
HG02259
HG02006
NA20518
HG01029
NA12828
NA19747
HG04061
HG03064
HG02013
HG00599
NA19000
NA18967
NA21129
NA18865
HG03796
NA18591
HG03086
HG02138
HG00731
HG04096
NA18993
HG03696
HG02291
NA19036
HG01893
HG03680
NA20340
NA20903
NA19445
HG00309
NA19761
NA20775
HG03195
NA19676
HG01077
HG03899
NA20342
NA19681
HG03473
HG03499
HG02971
HG02481
NA19908
HG02505
HG03652
HG01063
HG00614
HG01369
HG02646
NA19379
HG03369
NA12776
NA18999
NA20521
HG01980
HG02861
HG02111
HG00632
NA20854
HG00186
NA20862
HG03681
HG02805
HG00533
HG00315
HG01256
HG02728
NA06989
HG02589
HG04060
HG01447
HG03594
HG01124
NA19118
HG02081
HG00306
NA18489
HG02304
NA19703
HG04153
HG01438
HG02476
HG04183
HG03464
NA12843
NA19031
HG01485
NA12275
HG04022
HG00565
NA18947
HG00524
NA18596
HG02420
HG02343
NA21128
HG00371
HG02684
HG02562
HG02944
NA18536
HG00338
NA20752
HG03687
HG02073
HG01082
HG00366
NA18528
NA19835
HG03556
HG03968
HG00406
HG03449
HG01673
HG00097
HG00257
HG02727
HG03716
HG00264
HG01486
HG01058
HG00121
NA20346
HG02419
HG00698
HG03902
HG03743
HG03160
HG02315
HG00766
HG03963
NA19081
HG00310
HG02047
NA20522
HG03706
NA20896
NA19351
NA19060
HG02286
NA20810
HG03058
NA18966
NA19059
HG02511
NA20819
HG02946
HG03376
HG01855
HG04219
HG02086
HG03488
HG03770
HG00584
HG02128
HG01167
NA20528
HG02299
NA18611
HG00260
HG01892
HG03460
HG01808
NA20281
NA19078
HG03746
HG02613
NA18547
NA21093
NA19788
NA20827
NA19473
NA19720
HG03625
HG00280
HG01101
HG01259
HG04080
HG03690
HG02023
HG02166
HG01971
NA20864
HG00265
HG02323
HG03012
HG03372
HG03636
HG02181
HG03856
NA19171
NA18740
HG02048
HG01608
HG00173
HG03139
HG00693
HG01596
NA12006
HG02379
NA20802
NA18984
NA19428
NA19309
HG01885
NA19239
HG03124
NA19913
HG00327
HG01507
HG01251
HG00364
NA20877
HG00120
NA18525
HG02690
HG01786
HG00342
HG04001
NA19679
NA19005
NA20790
HG01699
HG01413
NA19144
HG03944
HG02025
HG03129
NA20534
HG01795
HG02425
HG02595
HG02694
NA20905
HG03898
NA18565
HG01110
HG01956
NA18942
HG01874
HG01669
NA20278
HG04029
HG02383
NA20801
NA19399
HG03668
HG01173
HG00178
NA12347
HG00699
HG03168
HG03271
NA19316
HG01784
NA20516
NA19006
HG01083
NA19451
NA18945
NA21116
NA19726
NA18627
NA18510
NA18644
HG00234
NA19159
HG01474
HG03291
NA18949
NA11831
HG00446
NA20339
HG03410
HG03066
HG01785
HG03455
HG04195
HG01269
HG01028
NA18519
HG01461
HG00608
HG01525
HG02816
NA20282
HG02384
NA18877
NA19117
HG02763
HG02012
HG02501
NA19443
HG02277
NA18558
NA19153
NA19729
HG03868
HG00542
HG01305
NA19719
HG02464
HG00851
HG00132
HG04238
HG02050
NA12830
HG00610
HG03419
HG02284
HG02614
HG03193
HG02471
NA19648
NA19130
HG00246
NA19327
HG01767
NA18539
HG01403
NA18613
HG03259
HG00380
HG00637
HG02364
NA18605
HG00330
HG04134
HG03432
NA20274
HG01241
HG01345
NA20808
NA19204
NA18853
HG02541
NA21125
NA12003
NA19312
NA19093
HG01516
NA18856
NA20762
NA18538
HG02697
NA19755
HG03850
HG04100
HG01685
NA19113
HG02756
HG02870
NA06985
HG03777
NA12750
NA20753
HG04182
NA19062
HG00619
HG00623
NA20828
HG04185
HG02570
HG00146
HG03830
HG03352
HG04188
NA20894
HG02232
HG00181
HG01991
HG00117
NA18486
HG03649
HG03048
HG03015
HG01765
HG03971
HG01794
HG00276
HG02127
HG01866
HG00149
HG02318
NA19223
HG01524
NA18871
NA12873
HG01260
HG01515
HG01536
HG02002
HG01873
HG02610
HG02427
HG03237
NA20299
HG00133
HG01935
HG04189
HG02392
HG02079
HG00355
NA19350
HG01708
NA19038
HG02648
HG01148
NA19435
HG04018
HG00278
HG02938
HG01389
HG00190
HG00109
HG01284
HG03886
NA20911
NA12890
HG01694
HG00177
HG02941
NA18505
NA20771
HG01613
HG03744
HG02819
HG00157
HG04093
NA20763
HG00343
HG02974
HG03645
NA21094
HG00351
HG00629
NA18582
HG01624
HG01537
NA20858
HG00273
HG03052
HG03908
NA20760
NA11892
HG00268
NA11933
HG02772
HG02152
HG02733
HG03967
HG02757
HG03258
NA20544
HG02979
HG00581
HG02391
HG01048
NA21087
HG03871
HG02814
NA21086
HG03445
HG03196
HG03436
HG03615
HG03969
NA18617
NA20783
HG02851
HG01326
NA12717
HG03351
HG02585
HG04076
NA12383
HG00266
HG01405
HG01323
HG00367
NA20588
NA20538
HG01702
HG02455
HG00358
HG00737
NA18637
NA20519
HG02394
HG03057
HG02759
HG00321
NA18980
HG03829
HG04141
HG02084
NA12751
HG02140
HG01503
HG04099
HG03520
HG01675
NA20814
HG02682
HG00263
HG01844
HG01992
HG00336
NA18878
NA21115
NA20530
HG03838
NA19395
NA12716
HG03085
NA18629
HG04206
HG01589
NA19794
HG01168
HG01783
NA19759
NA18572
HG02164
HG01707
NA19206
HG02442
HG01865
HG01756
HG03428
HG03388
HG01607
HG01519
HG02179
HG01510
HG03298
NA19043
NA18951
HG02133
HG00867
HG00308
NA18749
HG03585
HG03995
HG01967
NA20754
HG02353
NA18595
HG03998
HG02775
HG03380
HG01363
NA18507
NA20587
NA19089
HG00346
HG04056
HG02108
HG03729
HG03976
HG00261
NA18876
HG01170
HG03162
NA20412
HG00705
NA18950
NA19752
NA21123
HG01800
NA20889
NA19818
NA18924
HG03941
NA20897
HG01500
HG02722
NA19661
HG01762
NA20796
HG00421
HG02154
HG01390
NA19308
NA06986
HG01985
HG00553
HG02891
NA19380
NA20535
HG00476
HG03082
NA19149
NA19712
HG03235
NA18632
HG03484
HG03054
HG01768
HG01804
NA19088
NA20506
NA19189
HG00141
NA20769
HG03280
HG01191
NA18612
HG02265
HG02019
HG01088
HG04075
HG02888
NA12748
HG00740
NA18748
HG02981
NA19467
HG00728
HG00657
HG02134
HG01878
HG01620
HG03832
HG01872
NA19026
HG03611
NA18642
NA19083
HG01509
NA21095
HG00238
HG01200
HG00759
HG03646
HG01705
NA19307
NA20773
HG01798
HG02131
HG02760
NA19042
HG00235
HG02262
HG00589
HG01924
NA18615
NA20318
HG04131
HG03897
HG04146
NA19236
HG00334
HG02184
HG03708
HG01816
HG01341
HG03754
NA20289
HG00239
NA19200
HG00254
HG02142
HG02078
HG00128
NA11840
HG00138
NA19722
NA19152
HG01052
HG02890
HG04098
HG00419
HG00500
HG03593
NA19323
HG02009
HG03913
HG01506
HG03753
NA12827
HG02611
NA19764
NA12814
NA20851
HG03073
NA20845
NA18975
NA21135
HG00250
HG03872
HG03461
NA06984
NA19475
HG02064
HG01672
HG00272
NA12155
NA18619
HG01431
HG02836
NA18868
NA18943
HG03686
HG01164
HG02654
NA18959
HG01131
NA19789
NA19020
HG01080
HG03209
HG02069
HG04198
NA19735
HG02137
HG01136
HG00318
NA18618
HG01843
HG03800
HG00442
HG00742
HG03896
HG01079
HG03695
HG04210
HG03947
HG01846
HG00113
HG03953
HG01847
HG01990
HG01632
NA21103
NA19315
HG00956
HG01914
HG00379
HG02281
HG00683
HG02070
HG01479
HG03394
NA20542
NA07048
NA19087
HG03926
NA20585
NA20778
NA21142
HG02502
HG01171
HG01119
HG00130
HG01188
NA18597
HG02256
HG00739
NA19072
NA19770
NA18560
HG00174
HG02489
HG01444
NA18608
NA20887
HG04059
HG02067
NA19390
NA18944
NA18957
NA20881
NA18747
NA18912
HG03304
HG02635
HG00313
NA20768
HG02860
NA19017
NA19074
HG02250
NA20502
HG02325
HG01325
NA18970
HG01775
NA19900
NA21114
HG01894
NA20866
HG01851
HG03805
NA20888
HG03515
HG03836
HG01850
HG03733
HG03091
HG04161
HG03366
HG03105
NA21101
NA19658
NA19734
NA18645
NA18992
HG03619
NA18549
NA18861
HG03135
NA20126
HG02185
HG02390
HG03074
NA18606
HG02577
HG03882
HG02449
NA20850
HG00674
HG01378
HG00240
HG00123
NA19209
HG03950
HG03589
NA19095
HG03870
HG01882
NA19146
NA19214
HG01311
HG01870
HG03867
HG01868
NA18570
HG04200
HG00448
NA19786
HG01802
HG01177
HG02153
NA21092
HG00638
NA20861
HG01986
HG03268
HG01530
HG02666
HG02624
HG04225
HG03815
NA18511
HG00112
HG02687
HG03895
HG01312
NA19740
NA18488
HG01073
NA18873
NA19732
HG01350
HG03869
NA18864
NA18610
HG01254
NA18960
HG02272
HG03470
NA19108
HG03709
NA20895
NA07037
HG04039
NA19777
NA18983
HG03279
NA18940
HG01953
HG04118
HG03294
HG02104
HG04062
HG04227
HG01610
HG02301
NA19084
HG03600
HG00671
NA21130
NA11920
HG04235
HG03572
HG02678
HG01973
HG00378
HG03166
HG02275
NA19190
HG01393
NA19746
HG03548
HG01122
HG02348
NA18508
HG02180
HG01606
HG02409
HG02594
HG02085
HG01578
HG01961
HG01174
HG03132
NA19066
HG00560
HG00443
HG01799
HG01513
HG00463
HG03790
NA18948
HG02681
HG02053
HG02087
NA07000
HG03096
HG02734
HG00580
HG00122
HG02141
HG02233
NA18555
NA19795
HG02878
HG00159
NA19143
NA18523
HG03521
NA18550
HG02187
HG01933
NA19651
HG00160
HG01455
NA12777
NA19004
NA21090
HG02049
HG03027
HG02266
HG02881
HG00596
NA20868
HG03367
HG03694
NA18499
HG01776
HG01162
HG00368
HG03720
HG04152
NA18988
HG04063
HG02479
HG00879
HG02588
HG01859
HG00881
HG04194
HG02784
NA19779
HG02561
HG03765
HG02571
NA12283
NA18965
HG00360
HG00245
HG01047
HG01944
HG02130
NA11893
NA19921
HG01842
NA20320
HG03999
NA18923
HG03472
HG01286
HG00110
HG02260
HG01489
HG02144
HG01942
HG02642
HG01917
HG01974
HG01932
NA20813
HG03190
NA19320
NA19397
NA21097
HG01344
HG01791
HG01049
HG01272
NA20298
NA19086
NA21088
HG02274
NA18745
HG01950
HG03755
NA19922
NA19023
HG01142
HG01105
HG02485
HG03228
HG03009
NA19235
HG03736
HG03401
HG02408
HG00449
HG01501
HG03780
HG00320
HG03163
NA12815
HG03916
HG04158
HG03817
HG02410
HG01709
NA18982
HG00103
HG02885
HG03717
NA20766
HG03241
HG02817
HG02943
HG02700
HG00472
HG01354
HG02057
HG03604
NA18646
HG01682
NA12718
NA19019
NA19041
HG00457
HG03491
HG02238
NA18969
HG00242
HG02186
HG02332
HG03643
NA19474
NA20321
NA20524
HG03039
NA18545
HG02604
HG03224
NA20797
NA19431
HG02399
NA18952
HG02603
HG00707
HG01440
HG00537
HG00158
HG03198
NA18501
HG00136
NA18602
NA12272
HG01896
HG03099
HG02317
NA19025
HG02976
HG01072
NA19439
NA12546
HG03973
HG02292
HG00185
NA20356
NA20904
HG00150
NA19782
HG03920
HG01190
NA18909
NA18498
NA19068
NA12874
NA19404
HG02061
HG01334
NA12489
NA18534
HG01432
NA19099
NA18997
HG00337
HG02470
HG00099
NA20882
HG03875
HG00345
HG01086
NA12829
NA19024
HG03789
HG01941
HG02895
HG02852
NA19717
HG03557
NA20859
HG01384
NA21107
HG00353
HG00451
HG01586
NA19056
HG03120
NA20869
NA12004
HG02623
NA20811
NA21108
HG02879
NA19065
NA07056
HG01054
NA18981
HG02799
HG03112
NA19728
NA21118
HG02537
NA12249
HG00258
HG02645
HG01858
HG01497
NA19058
NA18941
HG01628
NA18998
HG02536
HG03793
HG03809
HG02601
NA19256
HG03679
HG00384
NA19750
NA12878
NA20884
HG02580
HG03127
HG02811
HG03457
HG03750
HG04180
HG03634
NA12348
HG03476
HG00349
HG00281
HG02813
HG02724
HG04156
HG03558
HG01528
HG01495
HG00114
HG03397
HG01488
NA19834
HG01871
HG03890
HG03741
HG00375
NA20540
NA21105
HG00556
HG01556
HG00382
HG02188
HG03270
HG01771
NA20582
HG02147
HG00436
HG02721
HG02600
HG00651
HG01923
HG04176
NA20504
NA12045
HG00339
NA18531
HG03109
NA20804
HG00100
HG02143
NA19119
NA12400
HG03826
HG01302
NA19054
NA20756
HG02429
NA18561
HG01372
HG01257
NA19175
HG00428
HG01070
NA21126
NA21099
HG02375
HG03565
HG00129
HG02657
HG03673
NA20531
NA10847
HG04212
HG03756
HG03028
HG01676
HG01492
HG00106
HG03018
NA19449
NA19222
HG01085
NA20514
HG01060
HG01766
NA20899
HG00583
HG03571
HG02282
HG01790
NA20805
HG01602
NA18566
HG02679
HG02484
HG03024
NA20525
HG01680
HG02789
HG00148
HG01566
HG03517
HG00656
HG02839
HG03437
HG03469
HG03931
HG02351
HG00672
HG02628
HG01864
HG03684
NA19440
NA18939
NA18557
HG03202
HG03189
HG02235
HG00684
HG03697
HG03385
HG03199
HG00324
NA19468
HG00325
HG03629
HG03928
HG01781
NA18640
HG03910
HG01348
NA21098
HG01939
HG01921
NA19403
HG01396
HG01097
NA18522
HG02156
HG01684
NA11894
NA21113
HG04229
HG02102
HG02107
NA20874
NA19669
NA19079
NA19172
HG01757
HG03169
HG03115
HG02685
HG00269
NA20900
HG02121
NA19207
HG00410
NA20867
